300	12.022646
300.49164	10.848141
300.98328	11.635907
301.47491	10.662123
301.96658	11.799155
302.45822	10.2769
302.94986	9.811202
303.4415	10.566759
303.93314	10.647629
304.42477	10.5
304.91641	10.5
305.40805	11.386728
305.89972	12.394149
306.39136	12.37534
306.883	11.645808
307.37463	10.170035
307.86627	9.7878304
308.35791	12.341246
308.84955	12.967453
309.34119	10.723372
309.83286	11.409766
310.32449	13.460064
310.81613	11.225731
311.30777	11.308647
311.79941	10.377008
312.29105	10
312.78268	10
313.27432	10.571795
313.76599	12.339992
314.25763	10.030183
314.74927	10.038111
315.24091	10.181134
315.73254	11.444944
316.22418	11.725813
316.71582	8.9400511
317.20746	9.486495
317.69913	10.236103
318.19077	10.381356
318.6824	10.101524
319.17404	11.457289
319.66568	12.097155
320.15732	10.459228
320.64896	10.796615
321.14059	12.020584
321.63226	11.373376
322.1239	10.800826
322.61554	10.23354
323.10718	12.093909
323.59882	11.892747
324.09045	12.082174
324.58209	11.632814
325.07376	12.062582
325.5654	13.542141
326.05704	11.34714
326.54868	14.893788
327.04031	11.60265
327.53195	10.251425
328.02359	10.293116
328.51523	11.558949
329.0069	12.30718
329.49854	9.0711727
329.99017	9.7596331
330.48181	11.559396
330.97345	10.232451
331.46509	10.868763
331.95673	9.2540884
332.44836	9.9219427
332.94003	11.385039
333.43167	10.492642
333.92331	10.143614
334.41495	10.293858
334.90659	10.954006
335.39822	11.554173
335.88986	10.170586
336.3815	9.4603729
336.87317	11.222587
337.36481	12.074987
337.85645	10.014657
338.34808	9.916317
338.83972	9.6323128
339.33136	12.286405
339.823	11.31825
340.31464	10.807019
340.8063	10.230664
341.29794	10.471454
341.78958	10.074055
342.28122	9.4112549
342.77286	11.059598
343.2645	10.721661
343.75613	9.9675426
344.2478	9.4573488
344.73944	11.537836
345.23108	9.6725492
345.72272	12.220531
346.21436	10.322942
346.70599	9.940938
347.19763	9.8180161
347.68927	9.159934
348.18094	7.3577852
348.67258	8.517417
349.16422	9.8581629
349.65585	10.286362
350.14749	9.9209833
350.63913	9.8420267
351.13077	10.214715
351.62241	10.347003
352.11407	10.921309
352.60571	10.725012
353.09735	9.8925953
353.58899	10.101192
354.08063	10.193763
354.57227	7.9998384
355.0639	9.8879347
355.55554	8.520071
356.04721	9.194828
356.53885	11.562051
357.03049	9.1756744
357.52213	10.297014
358.01376	8.5031948
358.5054	13.201753
358.99704	10.100604
359.48868	10.392014
359.98035	11.061362
360.47198	11.1
360.96362	10.301014
361.45526	9.1687717
361.9469	10.495725
362.43854	8.7046242
362.93018	9.3676958
363.42181	8.3495655
363.91348	9.9217749
364.40512	11.671517
364.89676	9.8360233
365.3884	9.7205267
365.88004	8.9583168
366.37167	9.2102833
366.86331	10.223277
367.35498	10.240884
367.84662	9.6476288
368.33826	9.342473
368.8299	10.841727
369.32153	12.205048
369.81317	10.215268
370.30481	8.6479797
370.79645	10.372998
371.28812	11.433571
371.77975	12.082133
372.27139	10.668342
372.76303	10.063908
373.25467	10.031082
373.74631	12.289071
374.23795	10.063498
374.72958	10.505403
375.22125	11.2
375.71289	11.114377
376.20453	10.079551
376.69617	9.7197466
377.18781	10.396507
377.67944	8.0607195
378.17108	10.570322
378.66272	9.7744684
379.15439	11.857476
379.64603	11.576515
380.13766	9.8010921
380.6293	9.8294611
381.12094	11.574327
381.61258	10.838723
382.10422	10.050675
382.59586	8.5992336
383.08752	11.387096
383.57916	9.3599977
384.0708	9.3860502
384.56244	8.7998543
385.05408	9.2214279
385.54572	9.4102964
386.03735	9.5062981
386.52899	9.7891026
387.02066	10.452534
387.5123	10.774466
388.00394	10.836017
388.49557	11.987441
388.98721	11.603984
389.47885	10.414542
389.97049	11.029429
390.46216	11.09629
390.9538	10.011079
391.44543	11.075188
391.93707	11.604903
392.42871	10.547847
392.92035	10.591372
393.41199	10.277187
393.90363	10.56574
394.39529	10.635085
394.88693	11.72386
395.37857	10.002142
395.87021	11.568101
396.36185	9.1208677
396.85349	12.881607
397.34512	12.297998
397.83676	12.102913
398.32843	9.2054987
398.82007	10.322673
399.31171	11.687789
399.80334	12.068733
400.29498	10.612438
400.78662	10.910759
401.27826	12.993093
401.7699	11.705336
402.26157	10.671113
402.7532	11.878877
403.24484	10.739712
403.73648	10.488794
404.22812	10.530076
404.71976	11.788505
405.2114	11.54764
405.70303	10.592394
406.1947	11.891991
406.68634	12.072476
407.17798	11.099951
407.66962	10.525148
408.16125	10.194321
408.65289	10.15069
409.14453	10.297095
409.6362	9.7939987
410.12784	10.168185
410.61948	11.542361
411.11111	12.204194
411.60275	12.299453
412.09439	10.818927
412.58603	10.568352
413.07767	10.764021
413.56934	10.809643
414.06097	10.85307
414.55261	11.551892
415.04425	11.627783
415.53589	11.178871
416.02753	10.798561
416.51917	11.93016
417.0108	10.155269
417.50247	11.651082
417.99411	9.6817608
418.48575	11.174737
418.97739	12.767292
419.46902	13.537263
419.96066	13.928823
420.4523	10.233249
420.94394	11.495096
421.43561	10.120429
421.92725	11.454405
422.41888	9.9808674
422.91052	11.384401
423.40216	11.772879
423.8938	10.908204
424.38544	13.596974
424.87708	12.208937
425.36874	9.6464128
425.86038	9.1182957
426.35202	10.139387
426.84366	9.9307508
427.3353	12.008314
427.82693	12.477054
428.31857	11.166075
428.81021	11.762848
429.30188	11.646918
429.79352	12.343877
430.28516	12.407368
430.77679	11.818451
431.26843	11.84756
431.76007	11.398042
432.25171	12.228631
432.74338	12.702259
433.23502	12.784408
433.72665	12.304152
434.21829	10.880566
434.70993	11.393415
435.20157	11.542547
435.69321	11.513891
436.18484	14.545818
436.67651	14.457643
437.16815	12.578654
437.65979	13.42525
438.15143	12.513452
438.64307	12.51902
439.1347	12.545783
439.62634	13.265929
440.11798	13.086388
440.60965	12.370238
441.10129	12.271834
441.59293	12.332891
442.08456	12.824961
442.5762	13.457534
443.06784	14.037944
443.55948	13.444587
444.05112	14.781292
444.54279	14.339849
445.03442	13.099027
445.52606	15.575213
446.0177	14.487604
446.50934	16.050373
447.00098	12.720932
447.49261	15.705051
447.98425	14.747003
448.47592	16.807354
448.96756	15.060503
449.4592	16.805573
449.95084	17.093615
450.44247	15.320457
450.93411	15.202628
451.42575	15.583549
451.91739	16.449669
452.40906	20.960836
452.9007	20.019468
453.39233	19.176998
453.88397	22.925243
454.37561	20.249851
454.86725	22.381786
455.35889	23.646166
455.85056	23.716822
456.34219	20.838865
456.83383	23.252186
457.32547	22.81649
457.81711	21.721945
458.30875	23.718161
458.80038	24.324919
459.29202	26.731564
459.78369	24.780729
460.27533	25.047073
460.76697	24.418259
461.25861	24.857885
461.75024	24.964123
462.24188	26.116135
462.73352	25.768862
463.22516	25.073826
463.71683	24.566063
